feature,importance_mean,importance_std,importance_median,importance_min,importance_max,importance_range,importance_q25,importance_q75,importance_iqr,importance_cv,stability_score,rank_mean,rank_std,rank_median,rank_min,rank_max,top_1pct_frequency,top_5pct_frequency,top_10pct_frequency,above_mean_frequency,importance_zscore,overall_rank
cg22016288,0.0002437169323865144,0.0006132693975751856,0.0,0.0,0.002956760202546839,0.002956760202546839,0.0,0.0,0.0,2.516317352012529,-1.5163173520125288,88129.67,36946.87506279929,103645.25,4.0,103684.5,15.0,15.0,15.0,15.0,17.922209859938192,36.0
cg09329079,0.00024261131952258412,0.000568292330386287,0.0,0.0,0.0022705262991144746,0.0022705262991144746,0.0,0.0,0.0,2.342397284944726,-1.342397284944726,87095.885,37931.61215318003,103645.5,10.0,103684.5,16.0,16.0,16.0,16.0,17.839255235537173,37.0
cg07309904,0.0002369854410874312,0.0005226459855619538,0.0,0.0,0.0017731266975646847,0.0017731266975646847,0.0,0.0,0.0,2.2053918697475883,-1.2053918697475883,85045.075,39711.98695037652,103645.0,36.0,103684.5,18.0,18.0,18.0,18.0,17.417143076987497,38.0
cg02209936,0.00023597023933902584,0.0005697014096786997,0.0,0.0,0.001933649146853287,0.001933649146853287,0.0,0.0,0.0,2.4142924541893045,-1.4142924541893045,88124.93,36957.40338315315,103646.0,21.0,103684.5,15.0,15.0,15.0,15.0,17.340972038753687,39.0
cg23069822,0.0002333355063176553,0.0005647278537335409,0.0,0.0,0.002863333658269738,0.002863333658269738,0.0,0.0,0.0,2.420238653867251,-1.420238653867251,86087.66,38805.79103812212,103645.25,2.0,103684.5,17.0,17.0,17.0,17.0,17.143286849556635,40.0
cg02507175,0.0002317345480649032,0.0005542235547967015,0.0,0.0,0.0025856267581349547,0.0025856267581349547,0.0,0.0,0.0,2.391630079596371,-1.391630079596371,87108.09,37902.834303675765,103645.0,7.0,103684.0,16.0,16.0,16.0,16.0,17.023166240551912,41.0
cg11864558,0.000229012187503499,0.0005654373943559251,0.0,0.0,0.0019276350639639336,0.0019276350639639336,0.0,0.0,0.0,2.469026446221956,-1.4690264462219562,88128.945,36951.330056771636,103647.0,23.0,103684.5,15.0,15.0,15.0,14.000000000000002,16.81890631809349,42.0
cg22542699,0.00022880698531315145,0.0005531483994344486,0.0,0.0,0.0020749173705471905,0.0020749173705471905,0.0,0.0,0.0,2.417531776506811,-1.4175317765068112,88127.665,36951.09037166935,103645.25,17.0,103684.5,15.0,15.0,15.0,15.0,16.803509906581024,43.0
cg20750832,0.00022859133962647795,0.0006008978084764151,0.0,0.0,0.002898416191451031,0.002898416191451031,0.0,0.0,0.0,2.628697773889922,-1.6286977738899222,89167.64,35895.88700492579,103645.5,3.0,103684.5,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,16.787329914899207,44.0
cg23382699,0.00022817179853232145,0.0005962007297897989,0.0,0.0,0.003107406963280585,0.003107406963280585,0.0,0.0,0.0,2.612945474989527,-1.6129454749895271,89162.825,35907.919208677005,103646.0,2.0,103684.5,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,16.75585156020385,45.0
cg20760360,0.00022771497748620963,0.0005473040593550438,0.0,0.0,0.0027835671845647036,0.0027835671845647036,0.0,0.0,0.0,2.4034599087457806,-1.4034599087457806,87108.99,37904.014782934275,103645.25,7.0,103684.5,16.0,16.0,16.0,16.0,16.721576074149922,46.0
cg14069306,0.00022577618176771542,0.0005712780331495526,0.0,0.0,0.002746123146030708,0.002746123146030708,0.0,0.0,0.0,2.5302836448396224,-1.5302836448396224,87114.03,37889.9754850686,103645.5,7.0,103684.5,16.0,16.0,16.0,15.0,16.576107369990442,47.0
cg22897413,0.0002255525063461164,0.000554033735770865,0.0,0.0,0.002869232133703195,0.002869232133703195,0.0,0.0,0.0,2.4563393203299353,-1.4563393203299353,87107.495,37901.48262294597,103644.25,1.0,103684.5,16.0,16.0,16.0,15.0,16.55932490372958,48.0
cg24083807,0.0002242209643380217,0.0005976516485881567,0.0,0.0,0.0032502025381416534,0.0032502025381416534,0.0,0.0,0.0,2.665457192225144,-1.6654571922251442,89170.53,35888.69229421853,103645.25,2.0,103684.5,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,16.45941871526229,49.0
cg19954978,0.00022279033683373685,0.0006720163191063153,0.0,0.0,0.003272824023882536,0.003272824023882536,0.0,0.0,0.0,3.016360704960711,-2.016360704960711,92256.94,32406.93735061059,103646.75,3.0,103684.0,11.0,11.0,11.0,11.0,16.352078097992486,50.0
cg24429916,0.0002211888858474814,0.0005382926626334791,0.0,0.0,0.002061593539594394,0.002061593539594394,0.0,0.0,0.0,2.4336323102663586,-1.4336323102663586,87108.295,37903.05951187153,103645.25,14.0,103684.0,16.0,16.0,16.0,15.0,16.231920518974086,51.0
cg14037463,0.0002196330806925695,0.0006044526363884121,0.0,0.0,0.003001239344898153,0.003001239344898153,0.0,0.0,0.0,2.752100727596764,-1.7521007275967642,90197.76,34802.49412969421,103646.0,3.0,103684.5,13.0,13.0,13.0,13.0,16.11518776696169,52.0
cg15890111,0.00021905269406205646,0.0005523945454279146,0.0,0.0,0.0019275953008870775,0.0019275953008870775,0.0,0.0,0.0,2.521741609337447,-1.5217416093374472,89160.985,35911.35189417512,103646.0,25.0,103684.5,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,16.071641100210336,53.0
cg07750784,0.000216608784557859,0.0005415649182486112,0.0,0.0,0.002976771214228615,0.002976771214228615,0.0,0.0,0.0,2.5001971611369997,-1.5001971611369997,88140.18,36921.769688255736,103646.0,3.0,103684.5,15.0,15.0,15.0,15.0,15.88827348428907,54.0
cg10889085,0.00021623707177782195,0.0005874185122775306,0.0,0.0,0.0031913825684306606,0.0031913825684306606,0.0,0.0,0.0,2.716547332949248,-1.716547332949248,90194.79,34809.73988973344,103646.75,1.0,103684.5,13.0,13.0,13.0,13.0,15.860383709252067,55.0
cg17297354,0.0002156771539024259,0.0004970814219025485,0.0,0.0,0.001559644259851287,0.001559644259851287,0.0,0.0,0.0,2.304746619814772,-1.3047466198147721,87109.02,37903.47576990269,103647.0,96.0,103684.5,16.0,16.0,16.0,16.0,15.818372822291344,56.0
cg13055374,0.00021324117510150857,0.0005352239942242524,0.0,0.0,0.0018911270767400128,0.0018911270767400128,0.0,0.0,0.0,2.509945572073096,-1.509945572073096,89161.87,35908.93403525229,103645.25,23.0,103684.5,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,15.63560025056077,57.0
cg27156624,0.00021156545684797355,0.0005584883655189931,0.0,0.0,0.003206055471567161,0.003206055471567161,0.0,0.0,0.0,2.6397886964195725,-1.6397886964195725,89171.37,35886.27600473613,103645.5,1.0,103684.5,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,15.509870365481671,58.0
cg26959247,0.00021045156712747121,0.0005492646594907282,0.0,0.0,0.00197343857670864,0.00197343857670864,0.0,0.0,0.0,2.6099325654571173,-1.6099325654571173,90190.255,34819.802792627575,103646.0,20.0,103684.5,13.0,13.0,13.0,13.0,15.42629472485467,59.0
cg22614631,0.0002099675458662472,0.0007038709216724031,0.0,0.0,0.0055414248144294185,0.0055414248144294185,0.0,0.0,0.0,3.3522827708454677,-2.3522827708454677,91242.14,33601.45863084518,103645.5,1.0,103684.5,12.0,12.0,12.0,12.0,15.389978394575902,60.0
cg00231907,0.00020714948249466632,0.0005612709989588074,0.0,0.0,0.0028786687071007144,0.0028786687071007144,0.0,0.0,0.0,2.7094961631084096,-1.7094961631084096,90200.69,34793.62264092229,103646.75,4.0,103684.5,13.0,13.0,13.0,13.0,15.178537847749467,61.0
cg08835772,0.00020563005270863934,0.0005529936892609853,0.0,0.0,0.0026843403487548457,0.0026843403487548457,0.0,0.0,0.0,2.689263621977322,-1.689263621977322,89179.295,35868.24159734451,103647.0,6.0,103684.5,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,15.064534355825971,62.0
cg09732335,0.00020477790800827386,0.0005871170522031583,0.0,0.0,0.002649651562268564,0.002649651562268564,0.0,0.0,0.0,2.867090357571192,-1.867090357571192,91233.45,33627.24741697571,103647.0,2.0,103684.5,12.0,12.0,12.0,12.0,15.000597560352329,63.0
cg04697629,0.00020443359110830506,0.0005782501635414981,0.0,0.0,0.002992405269711822,0.002992405269711822,0.0,0.0,0.0,2.8285463144876264,-1.8285463144876264,91229.81,33634.90892701956,103646.0,3.0,103684.5,12.0,12.0,12.0,12.0,14.97476331036875,64.0
cg25004163,0.0002035603236149152,0.0005304622338051141,0.0,0.0,0.0018463652983766404,0.0018463652983766404,0.0,0.0,0.0,2.6059202687090806,-1.6059202687090806,90194.585,34813.56731592261,103647.0,30.0,103684.5,13.0,13.0,13.0,13.0,14.9092416623497,65.0
cg18807211,0.00020349088988182257,0.0005189725555265409,0.0,0.0,0.002610312379019179,0.002610312379019179,0.0,0.0,0.0,2.5503466066381333,-1.5503466066381333,88148.505,36902.79867310168,103646.0,8.0,103684.5,15.0,15.0,15.0,15.0,14.90403201850657,66.0
cg02951345,0.00020286305760716897,0.0006201370992961042,0.0,0.0,0.003427262222664522,0.003427262222664522,0.0,0.0,0.0,3.0569232314571306,-2.0569232314571306,91238.205,33611.75292625297,103645.5,3.0,103684.5,12.0,12.0,12.0,12.0,14.856925483995399,67.0
cg23193420,0.00020251467310019127,0.0004961573927185868,0.0,0.0,0.0015911764236301155,0.0015911764236301155,0.0,0.0,0.0,2.4499812291378866,-1.4499812291378866,88139.535,36924.10878702795,103645.0,100.0,103684.5,15.0,15.0,15.0,15.0,14.830786039650718,68.0
cg19684887,0.0002018069162413235,0.000546268931117452,0.0,0.0,0.0030226731819896673,0.0030226731819896673,0.0,0.0,0.0,2.7068877053522082,-1.7068877053522082,90199.5,34794.774800679486,103645.0,2.0,103684.5,13.0,13.0,13.0,13.0,14.777682728075714,69.0
cg24696728,0.00020049584778239357,0.0005766950570950281,0.0,0.0,0.002764324060354875,0.002764324060354875,0.0,0.0,0.0,2.8763427065415743,-1.8763427065415743,91230.245,33635.70175211861,103647.0,6.0,103684.5,12.0,12.0,12.0,12.0,14.679312679098595,70.0
cg14209823,0.00020043006965010437,0.0006306005682233552,0.0,0.0,0.0027656525800154735,0.0027656525800154735,0.0,0.0,0.0,3.1462357654249824,-2.1462357654249824,93295.665,31064.50648747337,103646.75,4.0,103684.5,10.0,10.0,10.0,10.0,14.674377316607918,71.0
cg06272555,0.000199910315658372,0.0005576533849445897,0.0,0.0,0.0033086282256680186,0.0033086282256680186,0.0,0.0,0.0,2.7895164096780563,-1.7895164096780563,90207.15,34778.825870815424,103647.0,2.0,103684.5,13.0,13.0,13.0,13.0,14.63537994368317,72.0
cg14746274,0.0001996178152188654,0.0006243572151855413,0.0,0.0,0.0033230476240368374,0.0033230476240368374,0.0,0.0,0.0,3.1277614261274223,-2.1277614261274223,92269.89,32371.692894686552,103647.0,3.0,103684.5,11.0,11.0,11.0,11.0,14.61343350574996,73.0
cg08108321,0.00019957724800424137,0.000550885070955773,0.0,0.0,0.0030307671430144538,0.0030307671430144538,0.0,0.0,0.0,2.7602584985950696,-1.7602584985950696,90206.815,34777.327817031524,103645.25,5.0,103684.5,13.0,13.0,13.0,13.0,14.610389729612834,74.0
cg03467625,0.00019930982433667837,0.0004643148119084063,0.0,0.0,0.001635758418198703,0.001635758418198703,0.0,0.0,0.0,2.3296121026270438,-1.3296121026270438,87121.445,37872.70514221918,103645.0,68.0,103684.5,16.0,16.0,16.0,16.0,14.590324813020084,75.0
cg06596669,0.00019903429614858223,0.0004713248458916075,0.0,0.0,0.001745735525689385,0.001745735525689385,0.0,0.0,0.0,2.3680572554894295,-1.3680572554894295,87120.985,37875.415840519505,103645.25,48.0,103684.5,16.0,16.0,16.0,16.0,14.569651810650921,76.0
cg08619528,0.00019900885322834367,0.0004804425285096952,0.0,0.0,0.0017263621866657108,0.0017263621866657108,0.0,0.0,0.0,2.4141754464606096,-1.4141754464606096,88145.965,36909.15379998944,103646.75,53.0,103684.0,15.0,15.0,15.0,15.0,14.56774281704121,77.0
cg11721377,0.00019868056887202508,0.0005643890452397044,0.0,0.0,0.003188000540036584,0.003188000540036584,0.0,0.0,0.0,2.8406842419241136,-1.8406842419241136,91230.1,33635.55118070759,103647.0,5.0,103684.5,12.0,12.0,12.0,12.0,14.543111495930917,78.0
cg15002586,0.00019817832208912647,0.0005608238291576906,0.0,0.0,0.003074133446519953,0.003074133446519953,0.0,0.0,0.0,2.8298935032668298,-1.8298935032668298,91230.56,33635.16482264358,103648.0,1.0,103684.0,12.0,12.0,12.0,12.0,14.505427696663364,79.0
cg21196860,0.00019786537056569163,0.0004910883351727019,0.0,0.0,0.0016802529783093653,0.0016802529783093653,0.0,0.0,0.0,2.4819304437944356,-1.4819304437944356,88144.73,36911.50334431124,103645.5,53.0,103684.5,15.0,15.0,15.0,14.000000000000002,14.481946804816667,80.0
cg04344749,0.00019758409925450804,0.0005311836854398069,0.0,0.0,0.0028214082866705793,0.0028214082866705793,0.0,0.0,0.0,2.6883915183703007,-1.6883915183703007,89182.25,35861.34251213275,103647.0,3.0,103684.5,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.4608428933706,81.0
cg08175052,0.00019741193457477324,0.000518480721885221,0.0,0.0,0.001829413775885437,0.001829413775885437,0.0,0.0,0.0,2.6263886241891568,-1.6263886241891568,90198.24,34800.559672689174,103646.0,27.0,103684.5,13.0,13.0,13.0,13.0,14.44792530095787,82.0
cg21791027,0.0001973655955460576,0.0005818442535745019,0.0,0.0,0.0031173780121399298,0.0031173780121399298,0.0,0.0,0.0,2.9480515951097575,-1.9480515951097575,92258.545,32403.633698946094,103646.0,4.0,103684.5,11.0,11.0,11.0,11.0,14.44444846304505,83.0
cg25917725,0.00019702418812679245,0.0004897608767025154,0.0,0.0,0.0016298728942407096,0.0016298728942407096,0.0,0.0,0.0,2.4857893478967226,-1.4857893478967226,89169.43,35892.70818153877,103646.75,90.0,103684.5,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.41883251269134,84.0
cg16891352,0.00019680015489029445,0.0005657096502755726,0.0,0.0,0.003509209878626941,0.003509209878626941,0.0,0.0,0.0,2.874537182845242,-1.8745371828452422,90208.74,34776.11902847125,103647.0,3.0,103684.5,13.0,13.0,13.0,13.0,14.40202319941963,85.0
cg26684131,0.0001967317358498959,0.0005700170210709133,0.0,0.0,0.0039208187518959825,0.0039208187518959825,0.0,0.0,0.0,2.897431514367759,-1.8974315143677591,89185.965,35847.94403904184,103645.5,1.0,103684.0,14.000000000000002,14.000000000000002,14.000000000000002,13.0,14.396889688420162,86.0
cg11856711,0.00019599876217961834,0.0005741627604210003,0.0,0.0,0.004043491660061943,0.004043491660061943,0.0,0.0,0.0,2.929418844762593,-1.9294188447625928,90212.46,34765.1694098907,103647.0,1.0,103684.5,13.0,13.0,13.0,13.0,14.341894348281333,87.0
cg13029660,0.00019492365331277877,0.0004979481924747155,0.0,0.0,0.0022704068945956137,0.0022704068945956137,0.0,0.0,0.0,2.5545793368533047,-1.5545793368533047,89178.885,35868.35335012293,103645.5,12.0,103684.5,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.26122845233486,88.0
cg16865611,0.0001945116217106215,0.0005003102597456718,0.0,0.0,0.002737981970535811,0.002737981970535811,0.0,0.0,0.0,2.572134241297767,-1.5721342412977668,88153.27,36891.81638191728,103646.0,3.0,103684.5,15.0,15.0,15.0,15.0,14.230313538160651,89.0
cg06655771,0.00019403984585330137,0.0005546673620641344,0.0,0.0,0.0028680138291792014,0.0028680138291792014,0.0,0.0,0.0,2.85852152568356,-1.8585215256835599,90210.905,34767.062421830735,103646.0,4.0,103684.5,13.0,13.0,13.0,13.0,14.194915985977387,90.0
cg11241073,0.0001930741257345774,0.000507302145175822,0.0,0.0,0.001893348124083831,0.001893348124083831,0.0,0.0,0.0,2.6274980166084902,-1.6274980166084902,90200.51,34793.25772624489,103645.5,34.0,103684.5,13.0,13.0,13.0,13.0,14.122457576403106,91.0
cg27457427,0.00019298496965614202,0.000577454534057464,0.0,0.0,0.0030845593898989614,0.0030845593898989614,0.0,0.0,0.0,2.992223880771523,-1.992223880771523,92263.61,32388.640816077786,103645.5,1.0,103684.5,11.0,11.0,11.0,11.0,14.115768156226332,92.0
cg20662717,0.0001926592525359655,0.0004738764954488454,0.0,0.0,0.0016506593354279717,0.0016506593354279717,0.0,0.0,0.0,2.4596599605014373,-1.4596599605014373,88146.835,36904.669655414546,103645.0,80.0,103684.5,15.0,15.0,15.0,15.0,14.091329455984393,93.0
cg12377483,0.00019261331982381536,0.000498930507404203,0.0,0.0,0.0027039405802351006,0.0027039405802351006,0.0,0.0,0.0,2.590320590645126,-1.5903205906451259,89181.33,35862.29044980396,103645.25,7.0,103684.5,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.087883104184009,94.0
cg01475110,0.00019137838969285695,0.0005244223457789613,0.0,0.0,0.0022575146163783338,0.0022575146163783338,0.0,0.0,0.0,2.7402366202210393,-1.7402366202210393,91227.19,33642.91072676233,103647.0,11.0,103684.5,12.0,12.0,12.0,12.0,13.995225747782612,95.0
cg02417523,0.00019109002297249184,0.0005676617659962452,0.0,0.0,0.0027947118868361233,0.0027947118868361233,0.0,0.0,0.0,2.9706494358055453,-1.9706494358055453,91240.025,33609.752463635836,103647.0,2.0,103684.5,12.0,12.0,12.0,11.0,13.973589464633188,96.0
cg13837633,0.00019097863266962598,0.0005178318165948622,0.0,0.0,0.0025748150805376953,0.0025748150805376953,0.0,0.0,0.0,2.7114632574856343,-1.7114632574856343,90210.225,34770.79068387538,103647.0,6.0,103684.5,13.0,13.0,13.0,13.0,13.9652318007188,97.0
