Feature,Importance_Mean,Importance_Std,Importance_CV,Final_Model_Importance
cg10621902,0.0010096579488675637,0.0012234582458003184,1.2117550562515238,0.0035947603067202705
cg13074802,0.0010079171267756038,0.001956937966588171,1.941566147101731,0.00010859387837610197
cg19923235,0.001005989685602193,0.001520703790191723,1.5116493347707485,0.0010838678429798663
cg03758150,0.001002290551196861,0.0006722776117243732,0.6707411776430212,0.0012056946509991595
cg03650179,0.0010021672572800887,0.00028206404476220507,0.2814540333140914,0.001081131281959134
cg14498376,0.0010007679827237013,0.0007053462485630462,0.7048049000957026,0.0009534323378702066
cg21753796,0.0009997812634896274,0.0005941159064608849,0.5942458302955241,0.0050094108794958925
cg12680752,0.0009935730820877428,0.0005516604756324957,0.5552288302239807,0.0006359602966604104
cg03588039,0.0009864970384680211,0.0005174826027722703,0.5245657413420316,0.0009944012911352264
cg26753721,0.0009667599846131785,0.0007359205011433413,0.7612235060757591,0.0006646629787976023
cg21791027,0.000966309794099576,0.0005951986811168266,0.6159501053970299,0.0013552274420375705
cg15109151,0.0009652295537982785,0.0012104961421330902,1.2541016921409973,0.0007364721226988565
cg13751188,0.0009621905519920764,0.0009758471962128726,1.014193179067498,0.0014005215074671406
cg16596422,0.0009609385730336647,0.0007790423831973952,0.8107097831102723,0.0024833364485314095
cg16255279,0.0009555438915108715,0.0010761384138170153,1.126204992525215,0.0002658729704727626
cg22600802,0.0009537087066521322,0.0002841913735190482,0.2979854768424171,0.0006995883197209685
cg23114435,0.0009529489347085624,0.0015017090873694584,1.5758545658517003,0.0005107831896295408
cg09054951,0.000948317164373912,0.0008350573237665504,0.8805674589483121,0.0021104697400742656
cg10892262,0.0009479720485657723,0.0010552809255422661,1.1131982380904817,0.0009588148468968963
cg02745476,0.0009458623703584076,0.0009890367153919989,1.045645372754066,0.000448625478578222
cg19330582,0.0009443436092250628,0.001111207945350148,1.1766986262470212,0.0009262194053525617
cg23538207,0.0009397795700109221,0.001160544548271302,1.2349113151786035,0.0005156146405056459
cg20662717,0.000936069072235895,0.001425012112875253,1.5223363349008372,6.676580417038342e-05
cg05317714,0.0009342763657356967,0.0010355510613081708,1.1083989582170684,0.0001982692813803692
cg00489485,0.0009318639442351684,0.0009784064292794963,1.0499454671872523,0.0004019406495864115
cg16553721,0.0009305147706204456,0.0010589611380374339,1.1380378449313155,0.0010039000077203663
cg02947361,0.000916275262803094,0.0007628260217298511,0.8325292294187562,0.001472523551604102
cg03991188,0.0009132956495190532,0.0012209194691710575,1.336828152122684,1.0844972893208776e-05
cg04939944,0.0009071366677192728,0.001729364650044045,1.9063990255758467,0.0005192824327386707
cg08408976,0.000899456479896224,0.0003350828477879059,0.3725392145405913,0.001662317151229223
cg04344749,0.000897141012953417,0.0010507046098210662,1.1711698356595355,5.3370092059331545e-05
cg21876424,0.000895352462502279,0.0010093924199697023,1.1273686615121883,4.240048168402123e-05
cg00209129,0.0008952083471266937,0.0011709001052230014,1.307963646881552,2.9592371715545298e-05
cg15847565,0.0008925336896166612,0.0013181190651330322,1.476828194593235,0.0003606324428636716
cg09763055,0.0008869755396531282,0.0009600172392004182,1.0823490480255518,0.0011372062319353708
cg17931529,0.0008765091573932954,0.000413631094973154,0.47190727477685385,0.0019181323103556389
cg12106389,0.0008762938872942619,0.0007920953053970521,0.9039150295242917,0.00016323913888054598
cg23586788,0.0008692884200141857,0.000939635951932526,1.0809252972962213,0.0008781602050310502
cg18972666,0.0008688710980393726,0.0005128760243290418,0.5902785424195877,0.0010740929640859463
cg06166757,0.0008547130170621262,0.0013244517763163226,1.5495863464326036,0.0005071314244456965
cg09732335,0.0008541415166203154,0.00115404531847989,1.351117070078191,8.877843403848579e-05
cg02452203,0.0008530580505934877,0.0012259925312924336,1.4371734569788575,0.0004927187325224497
cg04941630,0.0008530549805235981,0.0013580619088114272,1.5919979141063905,0.00035042186031396483
cg12704462,0.0008516419825424905,0.0012331587088742321,1.4479776588690434,0.0008282470052853728
cg09893240,0.0008512070086558155,0.0005212524132452008,0.6123684916921535,0.0001826608716400847
cg22542699,0.0008493319162873946,0.0005016159955675805,0.5906005966432861,0.000857252756276408
cg11385938,0.0008392588847632518,0.000887638884012396,1.057645971181103,0.0012154226681580134
cg14209627,0.0008362233956831746,0.0014075600909484508,1.6832343245731307,4.8389001140731295e-05
cg12351212,0.0008351615108216422,0.000857147268405088,1.0263250337402554,7.762929429883037e-05
cg03499361,0.0008235233160226698,0.0008487328467288978,1.030611674441488,0.00011922424615997678
cg07098566,0.0008226137479721566,0.0010429040962315194,1.2677930219657803,0.0009025858349491987
cg20760360,0.0008213593469227225,0.0006308580605600354,0.768065751144139,0.0014609086175161818
cg05431842,0.0008204808793290631,0.0010795199884288133,1.315716044156899,6.388980177555983e-05
cg26059322,0.0008192444805987166,0.0014191873188095588,1.7323121231664353,0.0014354446277384737
cg25403974,0.0008159675597573749,0.0009291061662266392,1.1386556257669642,0.0005550915745921319
cg17244660,0.0008147977768151734,0.0007679936655193799,0.942557273861907,0.00036885216691673236
cg23308950,0.0008139259745044081,0.000880335926678295,1.081591994966279,0.00034601768738607444
cg05730769,0.0008103024435102068,0.0007060406326315204,0.8713296512349241,0.0006443632584486868
cg02906054,0.000807278286765411,0.0005288719528875061,0.655129583001201,0.001426948714051829
cg01475110,0.0008070987085799961,0.0003763405365168927,0.46628805855756816,0.0021189827277179685
cg08638692,0.000802859292591784,0.0009952630663551119,1.2396480324434045,0.00022727136923962493
cg15798667,0.0007942050157824671,0.0005661509306688542,0.7128522838978073,0.0005393204794152211
cg02951345,0.0007933965290824749,0.0006484621933444003,0.8173241094990732,0.0015606682711595242
cg17521665,0.0007893477506689189,0.0006125070198285999,0.7759659056644566,7.623559627786632e-05
cg27197524,0.0007802825080628225,0.0010437380766598595,1.3376410878247147,0.00022282688965425223
cg14310703,0.0007756733491371796,0.0012492655274902711,1.6105559999248287,0.0002717341027777089
cg01003376,0.0007753560389321073,0.0009609421445748551,1.2393558215691103,0.00017904229430809506
cg24052851,0.0007734229682555,0.0011361882384710868,1.4690384669206005,0.00016489153380909067
cg24785250,0.0007703945315690271,0.0006253973709082448,0.8117883293585872,0.0013586870933586077
cg09667620,0.0007694764748930938,0.0003182343007474655,0.4135724349915122,0.000893129918631803
cg08872321,0.0007645366620983063,0.0010399577943897987,1.360245636240678,0.0
cg24435884,0.0007626085715590859,0.0008273070598402485,1.0848382541322177,0.002673039632261
cg04116217,0.0007623851568798546,0.000981929447095158,1.2879701413873246,0.0006726595286484379
cg05047713,0.0007603174890118593,0.0006441277530813952,0.847182496354623,0.0002364994156180655
cg03907278,0.0007546335297038987,0.0009478546166307292,1.256046085572208,8.339271779388277e-05
cg13837633,0.0007541610417964306,0.0007812572145485871,1.035928757463707,0.001460173520391049
cg23558994,0.0007514647284369607,0.0009902863834851678,1.3178080277488882,1.9143878386003253e-05
cg10836855,0.0007490064843255653,0.0004698823404061081,0.6273407340326767,0.0014622896219977088
cg18449888,0.0007486030551964488,0.0009515244528312445,1.2710665807727528,0.0007527139230548099
cg14773500,0.0007484588492056927,0.0007832126051229766,1.0464336166387835,0.00038990232670986936
cg18018913,0.0007470041862717976,0.0007967251616710794,1.066560361584312,0.000308335284867633
cg16711986,0.0007435002587338911,0.0008061279991833521,1.0842335040108249,0.00037841753369678753
cg03736473,0.000742081690198711,0.0006527873577925143,0.879670363044098,0.0014043619412109935
cg07750784,0.000740977909011486,0.00045804915295292125,0.618168349643722,0.0005761069483421776
cg19882179,0.0007391084863010522,0.0008705080873816479,1.1777810507359934,0.0004379500699735338
cg25972787,0.0007333708481959825,0.0005859882406804053,0.7990338888142164,0.001853957785992952
cg15554216,0.0007321643275807612,0.000967248779506298,1.3210813624233415,0.0033562448178155613
cg02417523,0.0007317969200860133,0.0009424779859250588,1.287895359035874,0.00048072848187211186
cg23291301,0.0007296313379912658,0.0007688532124853532,1.0537555983087408,7.475890752354982e-05
cg02262622,0.0007291983383247685,0.0009987070198177789,1.3695956646755423,0.00041043177940971353
cg21248347,0.0007283409305527622,0.0013337359035496407,1.8311969909719683,0.0
cg20761997,0.0007267451264351362,0.000700327931661718,0.963649854429727,0.0005524241906447693
cg25401220,0.0007237634812966486,0.0005159016642451216,0.712804122198115,5.025891798346144e-05
cg17708685,0.0007182287168701386,0.000657317803292771,0.9151927461741196,0.0010501644255305235
cg08894594,0.0007180621704170104,0.001053176935406091,1.4666930415303185,8.925734862083203e-05
cg08083700,0.0007179330694033149,0.0005415055038811811,0.7542561438291456,0.00020981316872415554
cg03586630,0.0007164103472869546,0.0007122977893777698,0.9942593551995794,0.0009267221142057458
cg21365584,0.00071519261627895,0.0011041607103397645,1.5438645909099324,0.0008982355087030381
cg06005892,0.0007151132585996969,0.0007374417767348006,1.031223606532573,0.00021910289279657218
cg16606478,0.0007126804973608314,0.001005438905415071,1.4107847318116555,0.0008758577311184498
cg25921986,0.000703939280728248,0.0005746716613830499,0.8163652682543964,0.001420391504579642
cg08342966,0.000698925566706595,0.000780723359000618,1.1170334646307403,0.00015511598255319348
cg04647080,0.0006986075101421816,0.0011965467569937185,1.7127594083182054,6.925415556635657e-05
cg01818617,0.000695742034860341,0.0007614227408453745,1.0944036629292515,0.0005698709847237465
cg04318864,0.0006922553504656941,0.0008290796346941087,1.1976498475185282,0.000372121853121741
cg15890111,0.0006900000699196706,0.0005371661847888792,0.7785015253712413,0.0007325833433629918
cg14420999,0.0006894970223671481,0.0012121987325501883,1.7580910684420643,0.0001996696507119069
cg06169760,0.0006865994606465918,0.0008472724947827213,1.234012579304331,0.0007527583871046593
cg17775902,0.0006854546111097384,0.0010901439727021164,1.5903953317895994,2.2657075761930875e-05
cg23780606,0.0006850026977569513,0.0009812052464471615,1.4324105677526109,0.0005258261755395697
cg02679208,0.0006836312922919373,0.000559733537160707,0.8187651173889904,0.00040371108060762757
cg26622683,0.0006800269242343928,0.0008049440509004359,1.183694209515689,0.0003105325895016664
cg23874102,0.000678494518737565,0.00035025065240586043,0.516217288587419,0.00018024610356509406
cg25497250,0.0006760461011714616,0.001155126997423148,1.7086509700395163,8.456796736100667e-06
cg05633524,0.0006735261927395623,0.00074779388722244,1.1102668081164209,0.00038092976796914407
cg16213881,0.0006722848713329153,0.000687203715614876,1.0221911018661949,0.0005505325190911592
cg01065413,0.0006697952731959694,0.00041877477396321276,0.6252279288896897,0.0014015067134852267
cg02209936,0.0006658694247335416,0.0006812962646201656,1.0231678118814602,0.00012409027040170175
cg02630214,0.0006656774430295984,0.0006905189179555678,1.0373174297166652,0.0004207215610112723
cg04402095,0.0006624492271551899,0.0003741458952036434,0.5647917204631614,0.0002229669139125762
cg14430158,0.0006586901239845523,0.0009592279030603771,1.4562655830199067,0.0011990285751927393
cg13213987,0.0006566685950435096,0.0009290930062176341,1.4148580756633666,9.736924581994746e-06
cg22247327,0.0006516022578991126,0.0005557444681520284,0.8528889765590353,0.00041926915058695496
cg27155523,0.0006475621765187993,0.0007046985281545191,1.0882328290382755,0.00038788699864732097
cg06122838,0.0006470686558519327,0.0012251601439607544,1.8934002497890736,0.0
cg02254719,0.0006457542080674618,0.000546817831461021,0.8467892890989355,0.0
cg21432112,0.0006408130611437814,0.0003690046073908274,0.5758380597742321,0.0001357749314385696
cg09329079,0.0006377257928434976,0.0006167241607376616,0.9670677757614744,4.092483565043097e-05
cg02852421,0.0006357791225093855,0.0010609446081959043,1.6687311737058887,0.00030319562592346754
cg00423598,0.0006352271440236997,0.0008719832798481492,1.372710770912112,0.0
cg08335583,0.0006321995381560051,0.0009283951097412101,1.4685157246358849,0.00029671769806738677
cg26446070,0.0006315775624991537,0.000710854820099296,1.1255224215600697,0.0010685205610340566
cg19738398,0.0006314436138115003,0.0008285752994177948,1.3121918570008009,4.728641993120325e-05
cg02576719,0.0006300261074139284,0.0010776967646220447,1.7105586274667393,0.00011004500157554362
cg07282454,0.0006288970231733579,0.0012121259259334127,1.9273834801742058,0.0010919277666608998
cg21433085,0.0006272501398312126,0.0004883609051667488,0.7785742820890149,0.0007341024045761046
cg23012579,0.000626658860180576,0.000357111071211462,0.5698651003227625,0.001005291037313628
cg27457427,0.0006266262026419619,0.0006029323960904904,0.9621881391643248,0.00049945759471892
cg06630192,0.0006220074601045927,0.000794316057284988,1.2770199403226241,0.0
cg00805678,0.0006180866786012647,0.0004808343491496282,0.7779398715464519,0.0012678575078848792
cg22451358,0.0006159200646243407,0.0009421403806189933,1.5296469164857094,0.00012321994114303055
cg12970927,0.0006135473107625733,0.0004681017830680943,0.7629431317887793,0.0003834512326659303
cg18697636,0.0006064946416155819,0.0010926174821099058,1.8015283680768428,9.593595618098967e-05
cg04789761,0.0006043559953786044,0.00016839908778841774,0.2786421599387073,0.0006435812413188336
cg21840211,0.000603618581397551,0.0008754773815456493,1.4503815215239315,0.0
cg08835772,0.0006015083498358096,0.0008729073622689957,1.4511971735513747,0.0007653132984656712
cg13688406,0.0006010181053838616,0.0007267206055076679,1.2091490723538432,0.0001508600177154123
cg08108321,0.000598391371975666,0.0009077635148667067,1.5170061028269826,0.0002035728255817668
cg03669797,0.000597622502618916,0.00046804751314856566,0.7831824149513031,3.034113705424695e-05
cg13791888,0.0005966406909278061,0.0005940426424824586,0.9956453724169492,0.0015346327514773475
cg24432450,0.0005948755621096047,0.00042854950001688593,0.7204018037939608,0.001231680456189359
cg08089369,0.0005932256464190151,0.00044275700425675635,0.7463550038572033,0.0005745280287188843
cg19552441,0.0005906666884460438,0.0005832214269611764,0.9873949887982443,0.00040603619084825243
cg26194092,0.0005898448847780782,0.0008965558388578762,1.519985525002292,5.7391959071745856e-05
cg20229227,0.0005869503468514169,0.00047926727399281126,0.8165378807763903,0.00035580561659621403
cg07924081,0.0005868530573449413,0.0005193643451369106,0.8849988087081858,0.0007252593548110096
cg12036392,0.0005867552144334343,0.00037295830517700146,0.6356283377460784,0.0014531048682775805
cg07664822,0.000582887374899047,0.0005884763199919698,1.0095882058434875,0.0
cg18741211,0.000582743765761654,0.0005012009547957216,0.8600707519085512,0.00047488232455942224
cg19536407,0.0005826454341335771,0.000525104546630115,0.9012418629638542,0.0008167020702089187
cg07233109,0.0005806119114752124,0.0005802960494899671,0.9994558121792166,0.0011629896208870652
cg03678445,0.000578376730871772,0.0005170266778049114,0.8939270216367604,0.000554986446550314
cg26620900,0.0005742924729044744,0.0011045926675931539,1.9233970970696979,0.0005111691540267891
cg15664069,0.0005716036754466662,0.0006322437423203095,1.1060874148815016,0.0005333017226794687
cg06962633,0.0005706843140088939,0.0006704280552379446,1.1747789825349886,0.0004312106565505416
cg26149257,0.0005657861885597878,0.0005739283149037108,1.0143906392016826,0.0
cg09010852,0.0005648733724895022,0.0009022701582641594,1.59729603567271,0.00027196138866314207
cg04031158,0.0005637623357328913,0.0005200746228524015,0.922506697659457,0.0005137707434891885
cg06003267,0.0005606130724538314,0.0003919043493686042,0.6990637548761467,0.0007644129184618644
cg25917725,0.0005600840129802568,0.0008299042280071929,1.4817492743923757,0.00018281215848582884
cg20082515,0.0005588387467453071,0.0010720939901321693,1.9184313982037475,0.0023890108416259226
cg13827350,0.0005545787253532803,0.0005669366426696114,1.0222832476671984,7.268859536330177e-05
cg16601451,0.0005541824214842469,0.0005542828662042605,1.0001810679985808,0.00017163890696841286
cg06528416,0.0005536477266155018,0.0005437934657087574,0.9822010302704789,0.0008088341406108772
cg18261205,0.0005525965556601065,0.0008450583748168927,1.5292498898811193,0.0013479501484101103
cg27206196,0.0005514964538230406,0.0005701969079828882,1.0339083789920616,0.001377501253211901
cg24843857,0.0005503262194366647,0.0004123222113067895,0.7492322223092265,0.00014853944189914263
cg14084022,0.0005495560421085823,0.0005781918874509222,1.0521070426625894,0.0005538679440715966
cg24719938,0.0005495273650811776,0.00021433427546542887,0.390033781903452,0.0005803418649694479
cg20701457,0.0005486966603495912,0.0007155897464649807,1.3041625141162798,0.002456802337297572
cg00054372,0.0005485947217963895,0.0005118616751560329,0.9330413901464238,0.0005818253814611978
cg26687619,0.0005455064723056079,0.0005942913756473798,1.0894302760378867,9.669787527740401e-05
cg10797866,0.0005448880303196472,0.0005584566575155632,1.0249014915923316,0.0005017492599865709
cg11640610,0.0005432711774687805,0.0005767719640679362,1.0616647483283908,0.0001423464596531644
cg11498368,0.0005431981003143916,0.00042897754539479994,0.7897256381676464,0.0004136246334681903
cg04415045,0.0005404394459607851,0.0005177291855487457,0.9579779818450086,0.0002400389692514174
cg22518072,0.0005404282986517876,0.0009796867495060404,1.8127965738848573,3.1246671032000757e-05
cg08374037,0.0005389812125814784,0.00027573572974013273,0.5115868088625976,0.0002630990867033613
